sample,idx,otsu,yen,li,isodata,mlss
mica,1,0.011702984804288,0.013309601927176,0.01268226490356,0.010752768954262,2.4334899270907
mica,2,0.004141570068896,0.00781066599302,0.003850833047181,0.004000605084002,1.03085775999352
mica,3,0.013604490086436,0.016077367123216,0.013500966131687,0.014857017900795,0.450721112079918
mica,4,0.002517082029954,0.004311484983191,0.002505868906155,0.002661493141204,0.55474411486648
mica,5,0.011449618032202,0.024852593895048,0.010278211906552,0.011065899161622,1.31360258278437
mica,6,0.005104393931106,0.011122914031148,0.019164220197126,0.005508214933798,0.29210955905728
mica,7,0.006108006928116,0.00891821901314,0.005412637954578,0.005751457996666,0.627810196019709
mica,8,0.007607538951561,0.008419326972216,0.007457533152774,0.00745736178942,1.27212208602577
mica,9,0.009055685950443,0.006536697037518,0.004054630175233,0.009170633973554,0.53633098397404
mica,10,0.006679204991087,0.005163589958102,0.002886835020036,0.00957478582859,6.77180401096121
mica,11,0.013549179071561,0.017518662149087,0.00781090115197,0.013542813947424,0.420777149032801
mica,12,0.011618122924119,0.018688314827159,0.011286819120869,0.01078641298227,0.318389741005376
mica,13,0.012779421173036,0.017387144966051,0.022186656016857,0.012574381893501,0.024437057087198
mica,14,0.015650867950171,0.022248513996601,0.016041024122387,0.016321473056451,2.53120965510607
mica,15,0.013341110898182,0.018532837042585,0.018114384030923,0.013429193058983,0.863355139968917
mica,16,0.020661750109866,0.016133554978296,0.024399032816291,0.021159020951018,0.438121716026217
mica,17,0.008706811117008,0.010991886956617,0.012829432962462,0.007978691952303,3.04971246607602
mica,18,0.009361437056214,0.023195401998237,0.016508396016434,0.009991222061217,0.0805950879585
mica,19,0.006216270150617,0.007228320930153,0.009518922073767,0.006444417173043,0.312127779005095
mica,20,0.009351764107123,0.007536560995504,0.005342003889382,0.0092247731518,0.141008815029636
mica,21,0.00598827493377,0.022045529913157,0.005680438829586,0.005543349776417,0.123257806990296
mica,22,0.004745402140543,0.024149238830432,0.004286055918783,0.004746916005388,0.089977387804538
mica,23,0.006169856991619,0.012487096013501,0.006353805074468,0.006811127066612,0.231620540842414
mica,24,0.01364976586774,0.018325648037717,0.009385440964252,0.013756928034127,0.100724277086556
mica,25,0.005617456045002,0.00675107515417,0.006849948083982,0.005444003036246,0.114814419997856
mica,26,0.01264989702031,0.019237198168412,0.011219728039578,0.011949128005654,0.118952696910128
mica,27,0.025816629175097,0.008654794888571,0.011718867113814,0.028049662942067,0.070350327063352
mica,28,0.021492006024346,0.030791072873399,0.03004017402418,0.023185943020508,0.326684114057571
mica,29,0.006504883989692,0.007561052916572,0.007210738025606,0.006471890956163,0.302688860101625
mica,30,0.010720731923357,0.012914736988023,0.011605105828494,0.011610761051998,0.486437270883471
mica,31,0.021537601016462,0.023458001902327,0.013812022050843,0.023111057002097,1.23306397395208
mica,32,0.010872906073928,0.008002443937585,0.011608819011599,0.011834700126201,2.78876212798059
mica,33,0.022563015809283,0.020219070836902,0.015727343969047,0.024124695919454,2.31749215186574
mica,34,0.004470821935683,0.006519629154354,0.004661086015403,0.00509885000065,1.77091623307206
mica,35,0.005350821884349,0.014061675174162,0.005581512814388,0.007786735892296,2.52167161484249
mica,36,0.030197995947674,0.026886636856943,0.029837792972103,0.034884529886767,4.07878120196983
mica,37,0.005964087089524,0.022040997864679,0.012577267130837,0.00580685492605,4.92486774385907
mica,38,0.023656349861994,0.017582433996722,0.019552875077352,0.016922080190852,2.40396173601039
mica,39,0.019842215115205,0.025809461018071,0.018512857146561,0.021362639032304,2.15159113495611
mica,40,0.010824400000274,0.035258430987597,0.011509274831042,0.011586455861107,2.18835413898341
mica,41,0.02043363917619,0.023898920044303,0.021395446034148,0.021482385229319,2.88791660917923
mica,42,0.0064179408364,0.008166047045961,0.006492330925539,0.007085020886734,2.43313896190375
mica,43,0.022923544049263,0.024966022931039,0.018756781006232,0.025963097810745,2.10880989488214
mica,44,0.003972186939791,0.00450581102632,0.004153067013249,0.00435958080925,0.129589854972437
mica,45,0.01081468607299,0.005355489905924,0.013096611015499,0.0147597969044,0.216821213020012
mica,46,0.015506236115471,0.010899004060775,0.004585986025631,0.018672755919397,0.104967153863981
mica,47,0.017989677842707,0.015972428955138,0.022433558944613,0.022605979116634,0.505502236075699
mica,48,0.011026744032279,0.017654116963968,0.013169418089092,0.014055690029636,0.297667487990111
mica,49,0.007619170006365,0.009383067023009,0.006906646071002,0.009779526153579,0.379590854048729
apatite,1,0.029931774130091,0.03608475998044,0.016568062128499,0.029621188063175,2.4232929861173
apatite,2,0.039579730015248,0.05339963408187,0.031910720979795,0.037032800028101,1.012168871006
apatite,3,0.014612571103498,0.022417102940381,0.01293838606216,0.019687121966854,0.464850305812433
apatite,4,0.014096390921623,0.014481461141259,0.015809583943337,0.015354607952759,0.552567712962627
apatite,5,0.037017029942945,0.042682456085458,0.035753393080086,0.043385925004259,1.30048704799265
apatite,6,0.070064812200144,0.075816330965608,0.051961424062029,0.072310575051233,0.286537925945595
apatite,7,0.038893462857232,0.053397814044729,0.037355369888246,0.041756005957723,0.61562725994736
apatite,8,0.03644752711989,0.060100472066552,0.030674203066155,0.043493954930455,1.26735891913995
apatite,9,0.030023248866201,0.027394410921261,0.026303173042834,0.02738614496775,0.521585756912828
apatite,10,0.020315835950896,0.02342158718966,0.021415792172775,0.021472819149494,6.82340122479945
apatite,11,0.020379913970828,0.025753596099094,0.015312226954848,0.019821636844426,0.432554183993489
apatite,12,0.032715616980568,0.05204495601356,0.041121090995148,0.032694404944778,0.306715600891039
apatite,13,0.021351956995204,0.051907565211877,0.02130385604687,0.025857299100608,0.025619054911658
apatite,14,0.049324781168252,0.088225731858984,0.045634743990377,0.059444368816912,2.57184546487406
apatite,15,0.030194154009223,0.035366917029023,0.032874123891816,0.031022152164951,0.873775416985154
apatite,16,0.036201161099598,0.05961161502637,0.053417200921103,0.049677412956953,0.423502933001146
apatite,17,0.049068703083322,0.03077678498812,0.030668705003336,0.031238025054336,3.0148364668712
apatite,18,0.029642968904227,0.043169851880521,0.014749288791791,0.029968501999974,0.087508489144966
apatite,19,11.1749726559501,0.021664305124432,1.9885176809039,8.62064898619428,0.302698684856296
apatite,20,0.081368086161092,0.081323778023943,0.060566331027076,0.07680411497131,0.14181716600433
apatite,21,0.03244573995471,0.057520646136254,0.029087272007018,0.030751182930544,0.124817445175722
apatite,22,0.036545424954966,0.054258989170194,0.036612439900637,0.033901042072103,0.092586894053966
apatite,23,0.045528656803072,0.076757431030274,0.041466739960015,0.04271035711281,0.226272447034717
apatite,24,0.054004095960409,0.066317858872935,0.035064037889242,0.035811065929011,0.101935976883396
apatite,25,0.04619525722228,0.064147507073358,0.038257932057604,0.046182296006009,0.114788754144683
apatite,26,0.014384636888281,0.034396129893139,0.018992169992998,0.019545926945284,0.120043080067262
apatite,27,0.036326514091343,0.048197723925114,0.03201569407247,0.035739636979997,0.070821129018441
apatite,28,0.023963243933395,0.052628097124398,0.023643449880183,0.0238505769521,0.330742413178086
apatite,29,0.030423335032538,0.078827885910869,0.032937175827101,0.029516521841288,0.297333844006062
apatite,30,0.029725407017395,0.102724093943834,0.034960211953148,0.029423834057525,0.473082636017352
